Company Name,Date,Dynamic Date,MONTH,QUARTER,Quarter Year,WEEK,Adj Close,Close,DAY,GAP(high & low),GAP(Open & Close),High,Low,Open,Price Movement,Volume
Apple,3/26/2019 12:00:00 AM,3/26/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/24/2019 12:00:00 AM,44.955624,46.697498,26,-2.075001,1.217503000,48.220001,46.145,47.915001,DOWN,199202000
Apple,3/27/2019 12:00:00 AM,3/27/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/24/2019 12:00:00 AM,45.359959,47.1175,27,-0.802498,0.070000000,47.439999,46.637501,47.1875,DOWN,119393600
Apple,3/28/2019 12:00:00 AM,3/28/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/24/2019 12:00:00 AM,45.420132,47.18,28,-0.507499000,0.057499,47.389999,46.8825,47.237499,DOWN,83121600
Apple,3/29/2019 12:00:00 AM,3/29/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/24/2019 12:00:00 AM,45.716164,47.487499,29,-0.385002,-0.029999000,47.52,47.134998,47.4575,UP,94256000
Apple,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,3/31/2019 12:00:00 AM,46.026634,47.810001,1,-0.824997000,0.099999000,47.919998,47.095001,47.91,DOWN,111448000
Apple,4/2/2019 12:00:00 AM,4/2/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,3/31/2019 12:00:00 AM,46.695717,48.505001,2,-0.852501000,-0.732502000,48.615002,47.762501,47.772499,UP,91062800
Apple,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,3/31/2019 12:00:00 AM,47.015804,48.837502,3,-0.837502000,-0.525002000,49.125,48.287498,48.3125,UP,93087200
Apple,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,3/31/2019 12:00:00 AM,47.097637,48.922501,4,-0.807499,-0.225003000,49.092499,48.285,48.697498,UP,76457200
Apple,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,3/31/2019 12:00:00 AM,47.412918,49.25,5,-0.292504000,-0.137501,49.275002,48.982498,49.112499,UP,74106400
Apple,4/8/2019 12:00:00 AM,4/8/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/7/2019 12:00:00 AM,48.159012,50.025002,8,-0.972500000,-0.920002000,50.057499,49.084999,49.105,UP,103526800
Apple,4/9/2019 12:00:00 AM,4/9/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/7/2019 12:00:00 AM,48.014599,49.875,9,-0.905003000,0.205002,50.712502,49.807499,50.080002,DOWN,143072800
Apple,4/10/2019 12:00:00 AM,4/10/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/7/2019 12:00:00 AM,48.284157,50.154999,10,-0.640003,-0.485001000,50.185001,49.544998,49.669998,UP,86781200
Apple,4/11/2019 12:00:00 AM,4/11/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/7/2019 12:00:00 AM,47.88224,49.737499,11,-0.639999000,0.475003000,50.25,49.610001,50.212502,DOWN,83603200
Apple,4/12/2019 12:00:00 AM,4/12/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/7/2019 12:00:00 AM,47.86298,49.717499,12,-0.982498,0.082500000,50.035,49.052502,49.799999,DOWN,111042800
Apple,4/15/2019 12:00:00 AM,4/15/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/14/2019 12:00:00 AM,47.949627,49.807499,15,-0.460003,-0.162499000,49.962502,49.502499,49.645,UP,70146400
Apple,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/14/2019 12:00:00 AM,47.95443,49.8125,16,-0.702500000,0.052502000,50.342499,49.639999,49.865002,DOWN,102785600
Apple,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/14/2019 12:00:00 AM,48.88826,50.782501,17,-1.192501,-0.897503,50.845001,49.6525,49.884998,UP,115627200
Apple,4/18/2019 12:00:00 AM,4/18/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/14/2019 12:00:00 AM,49.063946,50.965,18,-0.407497000,-0.185001000,51.037498,50.630001,50.779999,UP,96783200
Apple,4/22/2019 12:00:00 AM,4/22/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/21/2019 12:00:00 AM,49.225201,51.1325,22,-0.650002000,-0.425000000,51.235001,50.584999,50.7075,UP,77758000
Apple,4/23/2019 12:00:00 AM,4/23/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/21/2019 12:00:00 AM,49.935192,51.869999,23,-0.962502000,-0.762501,51.9375,50.974998,51.107498,UP,93292000
Apple,4/24/2019 12:00:00 AM,4/24/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/21/2019 12:00:00 AM,49.858177,51.790001,24,-0.357498,0.049999000,52.119999,51.762501,51.84,DOWN,70162400
Apple,4/25/2019 12:00:00 AM,4/25/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/21/2019 12:00:00 AM,49.405697,51.32,25,-0.660000000,0.387500000,51.939999,51.279999,51.7075,DOWN,74172800
Apple,4/26/2019 12:00:00 AM,4/26/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/21/2019 12:00:00 AM,49.169842,51.075001,26,-0.720001000,0.149997000,51.25,50.529999,51.224998,DOWN,74596400
Apple,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/28/2019 12:00:00 AM,49.244453,51.1525,29,-0.527500000,-0.052502000,51.4925,50.965,51.099998,UP,88818800
Apple,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/28/2019 12:00:00 AM,48.296192,50.1675,30,-1.072498,0.597499000,50.849998,49.7775,50.764999,DOWN,186139600
Apple,5/1/2019 12:00:00 AM,5/1/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/28/2019 12:00:00 AM,50.66684,52.630001,1,-1.52,-0.160000000,53.827499,52.307499,52.470001,UP,259309200
Apple,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/28/2019 12:00:00 AM,50.33712,52.287498,2,-1.129997,0.172501000,53.162498,52.032501,52.459999,DOWN,127985200
Apple,5/3/2019 12:00:00 AM,5/3/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/28/2019 12:00:00 AM,50.962872,52.9375,3,-0.402500000,-0.215000000,52.959999,52.557499,52.7225,UP,83569600
Apple,5/6/2019 12:00:00 AM,5/6/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/5/2019 12:00:00 AM,50.175865,52.119999,6,-1.334999,-1.047501,52.209999,50.875,51.072498,UP,129772400
Apple,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/5/2019 12:00:00 AM,48.823269,50.715,7,-1.647500000,0.755001,51.855,50.2075,51.470001,DOWN,155054800
Apple,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/5/2019 12:00:00 AM,48.832901,50.724998,8,-0.897499000,-0.25,51.334999,50.4375,50.474998,UP,105358000
Apple,5/9/2019 12:00:00 AM,5/9/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/5/2019 12:00:00 AM,48.308235,50.18,9,-1.254997,-0.080002000,50.419998,49.165001,50.099998,UP,139634400
Apple,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/5/2019 12:00:00 AM,47.638996,49.294998,10,-1.520001,0.060002000,49.712502,48.192501,49.355,DOWN,164834800
Apple,5/13/2019 12:00:00 AM,5/13/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/12/2019 12:00:00 AM,44.870247,46.43,13,-1.657497,0.497502000,47.369999,45.712502,46.927502,DOWN,229722400
Apple,5/14/2019 12:00:00 AM,5/14/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/12/2019 12:00:00 AM,45.580547,47.165001,14,-1.072498,-0.5625,47.424999,46.352501,46.602501,UP,146118800
Apple,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/12/2019 12:00:00 AM,46.126568,47.73,15,-1.432499,-1.162499,47.9375,46.505001,46.567501,UP,106178800
Apple,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,4/1/2019 12:00:00 AM,5/12/2019 12:00:00 AM,45.923626,47.52,16,-0.907501000,-0.042499000,48.1175,47.209999,47.477501,UP,132125600
