Company Name,Date,Dynamic Date,MONTH,QUARTER,Quarter Year,WEEK,Adj Close,Close,DAY,GAP(high & low),GAP(Open & Close),High,Low,Open,Price Movement,Volume
Apple,1/2/2019 12:00:00 AM,1/2/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,12/30/2018 12:00:00 AM,37.845043,39.48,2,-1.155003,-0.7575,39.712502,38.557499,38.7225,UP,148158800
Apple,1/3/2019 12:00:00 AM,1/3/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,12/30/2018 12:00:00 AM,34.075401,35.547501,3,-0.93,0.447498000,36.43,35.5,35.994999,DOWN,365248800
Apple,1/4/2019 12:00:00 AM,1/4/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,12/30/2018 12:00:00 AM,35.530048,37.064999,4,-1.1875,-0.932499,37.137501,35.950001,36.1325,UP,234428400
Apple,1/7/2019 12:00:00 AM,1/7/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,35.450974,36.982498,7,-0.732502000,0.192501,37.2075,36.474998,37.174999,DOWN,219111200
Apple,1/8/2019 12:00:00 AM,1/8/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,36.12677,37.6875,8,-0.825001,-0.297501000,37.955002,37.130001,37.389999,UP,164101200
Apple,1/9/2019 12:00:00 AM,1/9/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,36.740265,38.327499,9,-1.224999,-0.505001,38.6325,37.407501,37.822498,UP,180396400
Apple,1/10/2019 12:00:00 AM,1/10/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,36.857689,38.450001,10,-0.777500000,-0.325001,38.4925,37.715,38.125,UP,143122800
Apple,1/11/2019 12:00:00 AM,1/11/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,36.495831,38.072498,11,-0.547500000,0.147503,38.424999,37.877499,38.220001,DOWN,108092800
Apple,1/14/2019 12:00:00 AM,1/14/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/13/2019 12:00:00 AM,35.947037,37.5,14,-0.512501,0.212502000,37.817501,37.305,37.712502,DOWN,129756800
Apple,1/15/2019 12:00:00 AM,1/15/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/13/2019 12:00:00 AM,36.682751,38.267502,15,-0.834999000,-0.700001,38.3475,37.512501,37.567501,UP,114843600
Apple,1/16/2019 12:00:00 AM,1/16/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/13/2019 12:00:00 AM,37.130894,38.735001,16,-0.720001000,-0.465001000,38.970001,38.25,38.27,UP,122278800
Apple,1/17/2019 12:00:00 AM,1/17/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/13/2019 12:00:00 AM,37.351368,38.965,17,-1.100002,-0.415001000,39.415001,38.314999,38.549999,UP,119284800
Apple,1/18/2019 12:00:00 AM,1/18/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/13/2019 12:00:00 AM,37.581436,39.205002,18,-0.475002000,0.169998,39.470001,38.994999,39.375,DOWN,135004000
Apple,1/22/2019 12:00:00 AM,1/22/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/20/2019 12:00:00 AM,36.737877,38.325001,22,-1.0275,0.777500000,39.182499,38.154999,39.102501,DOWN,121576000
Apple,1/23/2019 12:00:00 AM,1/23/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/20/2019 12:00:00 AM,36.886456,38.48,23,-0.860001000,0.057498000,38.785,37.924999,38.537498,DOWN,92522400
Apple,1/24/2019 12:00:00 AM,1/24/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/20/2019 12:00:00 AM,36.594078,38.174999,24,-0.684998,0.352501000,38.619999,37.935001,38.5275,DOWN,101766000
Apple,1/25/2019 12:00:00 AM,1/25/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/20/2019 12:00:00 AM,37.806698,39.439999,25,-0.952499000,-0.57,39.532501,38.580002,38.869999,UP,134142000
Apple,1/28/2019 12:00:00 AM,1/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/27/2019 12:00:00 AM,37.45681,39.075001,28,-0.667499000,-0.127503000,39.0825,38.415001,38.947498,UP,104768400
Apple,1/29/2019 12:00:00 AM,1/29/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/27/2019 12:00:00 AM,37.068588,38.669998,29,-1.005001,0.392502,39.532501,38.5275,39.0625,DOWN,166348800
Apple,1/30/2019 12:00:00 AM,1/30/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/27/2019 12:00:00 AM,39.601654,41.3125,30,-1.479999,-0.5,41.537498,40.057499,40.8125,UP,244439200
Apple,1/31/2019 12:00:00 AM,1/31/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/27/2019 12:00:00 AM,39.886841,41.610001,31,-1.110001,-0.082501000,42.25,41.139999,41.5275,UP,162958400
Apple,2/1/2019 12:00:00 AM,2/1/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/27/2019 12:00:00 AM,39.906006,41.630001,1,-0.762501,0.110001000,42.244999,41.482498,41.740002,DOWN,130672400
Apple,2/4/2019 12:00:00 AM,2/4/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/3/2019 12:00:00 AM,41.039536,42.8125,4,-1.095001,-0.959999000,42.915001,41.82,41.852501,UP,125982000
Apple,2/5/2019 12:00:00 AM,2/5/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/3/2019 12:00:00 AM,41.741695,43.544998,5,-0.682498000,-0.329998000,43.77,43.087502,43.215,UP,144406400
Apple,2/6/2019 12:00:00 AM,2/6/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/3/2019 12:00:00 AM,41.756084,43.560001,6,-0.68,0.102497,43.892502,43.212502,43.662498,DOWN,112958400
Apple,2/7/2019 12:00:00 AM,2/7/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/3/2019 12:00:00 AM,40.965233,42.735001,7,-0.900002000,0.364997000,43.485001,42.584999,43.099998,DOWN,126966800
Apple,2/8/2019 12:00:00 AM,2/8/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/3/2019 12:00:00 AM,41.013367,42.602501,8,-0.560001,-0.355000000,42.665001,42.105,42.247501,UP,95280000
Apple,2/11/2019 12:00:00 AM,2/11/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/10/2019 12:00:00 AM,40.777515,42.357498,11,-0.490002000,0.405003000,42.802502,42.3125,42.762501,DOWN,83973600
Apple,2/12/2019 12:00:00 AM,2/12/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/10/2019 12:00:00 AM,41.128891,42.7225,12,-0.325001,-0.197498000,42.75,42.424999,42.525002,UP,89134000
Apple,2/13/2019 12:00:00 AM,2/13/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/10/2019 12:00:00 AM,40.958031,42.544998,13,-0.639999000,0.302502000,43.119999,42.48,42.8475,DOWN,89960800
Apple,2/14/2019 12:00:00 AM,2/14/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/10/2019 12:00:00 AM,41.107243,42.700001,14,-0.469998000,-0.272499000,42.814999,42.345001,42.427502,UP,87342800
Apple,2/15/2019 12:00:00 AM,2/15/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/10/2019 12:00:00 AM,41.015781,42.605,15,-0.487499,0.207500000,42.924999,42.4375,42.8125,DOWN,98507200
Apple,2/19/2019 12:00:00 AM,2/19/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/17/2019 12:00:00 AM,41.138527,42.732498,19,-0.487500000,-0.304996000,42.860001,42.372501,42.427502,UP,75891200
Apple,2/20/2019 12:00:00 AM,2/20/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/17/2019 12:00:00 AM,41.403275,43.0075,20,-0.582501000,-0.209999000,43.330002,42.747501,42.797501,UP,104457600
Apple,2/21/2019 12:00:00 AM,2/21/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/17/2019 12:00:00 AM,41.169815,42.764999,21,-0.517498000,0.185002000,43.092499,42.575001,42.950001,DOWN,68998800
Apple,2/22/2019 12:00:00 AM,2/22/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/17/2019 12:00:00 AM,41.629517,43.2425,22,-0.404999000,-0.347500000,43.25,42.845001,42.895,UP,75652800
Apple,2/25/2019 12:00:00 AM,2/25/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/24/2019 12:00:00 AM,41.932758,43.557499,25,-0.480000000,-0.017498000,43.967499,43.487499,43.540001,UP,87493600
Apple,2/26/2019 12:00:00 AM,2/26/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/24/2019 12:00:00 AM,41.956825,43.5825,26,-0.532501000,-0.154998000,43.825001,43.2925,43.427502,UP,68280800
Apple,2/27/2019 12:00:00 AM,2/27/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/24/2019 12:00:00 AM,42.086788,43.717499,27,-0.567501,-0.414997,43.75,43.182499,43.302502,UP,111341600
Apple,2/28/2019 12:00:00 AM,2/28/2019 12:00:00 AM,2/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/24/2019 12:00:00 AM,41.672836,43.287498,28,-0.497501,0.292504000,43.727501,43.23,43.580002,DOWN,112861600
Apple,3/1/2019 12:00:00 AM,3/1/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,2/24/2019 12:00:00 AM,42.110847,43.7425,1,-0.564998000,-0.172500000,43.787498,43.2225,43.57,UP,103544800
Apple,3/4/2019 12:00:00 AM,3/4/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/3/2019 12:00:00 AM,42.322647,43.962502,4,-0.945,-0.040001000,44.4375,43.4925,43.922501,UP,109744800
Apple,3/5/2019 12:00:00 AM,3/5/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/3/2019 12:00:00 AM,42.245628,43.8825,5,-0.365002000,0.102501000,44,43.634998,43.985001,DOWN,78949600
Apple,3/6/2019 12:00:00 AM,3/6/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/3/2019 12:00:00 AM,42.002556,43.630001,6,-0.387500000,0.037499000,43.872501,43.485001,43.6675,DOWN,83241600
Apple,3/7/2019 12:00:00 AM,3/7/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/3/2019 12:00:00 AM,41.516392,43.125,7,-0.605000000,0.342499000,43.610001,43.005001,43.467499,DOWN,99185600
Apple,3/8/2019 12:00:00 AM,3/8/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/3/2019 12:00:00 AM,41.615067,43.227501,8,-0.892502,-0.647499000,43.267502,42.375,42.580002,UP,95997600
Apple,3/11/2019 12:00:00 AM,3/11/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/10/2019 12:00:00 AM,43.056717,44.724998,11,-0.942497000,-0.852497,44.779999,43.837502,43.872501,UP,128044000
Apple,3/12/2019 12:00:00 AM,3/12/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/10/2019 12:00:00 AM,43.540459,45.227501,12,-0.825001,-0.227501000,45.6675,44.842499,45,UP,129870400
Apple,3/13/2019 12:00:00 AM,3/13/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/10/2019 12:00:00 AM,43.733002,45.427502,13,-0.595001000,0.134998000,45.825001,45.23,45.5625,DOWN,124130000
Apple,3/14/2019 12:00:00 AM,3/14/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/10/2019 12:00:00 AM,44.219162,45.932499,14,-0.385003000,0.042499000,46.025002,45.639999,45.974998,DOWN,94318000
Apple,3/15/2019 12:00:00 AM,3/15/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/10/2019 12:00:00 AM,44.794376,46.529999,15,-0.897499000,-0.317497000,46.8325,45.935001,46.212502,UP,156171600
Apple,3/18/2019 12:00:00 AM,3/18/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/17/2019 12:00:00 AM,45.251659,47.005001,18,-0.650002000,-0.555,47.0975,46.447498,46.450001,UP,104879200
Apple,3/19/2019 12:00:00 AM,3/19/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/17/2019 12:00:00 AM,44.893055,46.6325,19,-0.767501000,0.455002,47.247501,46.48,47.087502,DOWN,126585600
Apple,3/20/2019 12:00:00 AM,3/20/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/17/2019 12:00:00 AM,45.285351,47.040001,20,-1.190002,-0.482502000,47.372501,46.182499,46.557499,UP,124140800
Apple,3/21/2019 12:00:00 AM,3/21/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/17/2019 12:00:00 AM,46.953239,48.772499,21,-1.630001,-1.267498,49.0825,47.452499,47.505001,UP,204136800
Apple,3/22/2019 12:00:00 AM,3/22/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/17/2019 12:00:00 AM,45.980904,47.762501,22,-1.727501,1.072498,49.422501,47.695,48.834999,DOWN,169630800
Apple,3/25/2019 12:00:00 AM,3/25/2019 12:00:00 AM,3/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,1/1/2019 12:00:00 AM,3/24/2019 12:00:00 AM,45.424938,47.185001,25,-1.344997,0.692498000,47.994999,46.650002,47.877499,DOWN,175381200
